ID,A2006_11_BizGroup,A2006_11_Education,A2006_11_MonthsOfExp,A2006_12_BizGroup,A2006_12_Education,A2006_12_MonthsOfExp,A2007_1_BizGroup,A2007_1_Education,A2007_1_MonthsOfExp,A2007_2_BizGroup,A2007_2_Education,A2007_2_MonthsOfExp,A2007_3_BizGroup,A2007_3_Education,A2007_3_MonthsOfExp,A2007_4_BizGroup,A2007_4_Education,A2007_4_MonthsOfExp,A2007_5_BizGroup,A2007_5_Education,A2007_5_MonthsOfExp,A2007_6_BizGroup,A2007_6_Education,A2007_6_MonthsOfExp,A2007_7_BizGroup,A2007_7_Education,A2007_7_MonthsOfExp,A2007_8_BizGroup,A2007_8_Education,A2007_8_MonthsOfExp,A2007_9_BizGroup,A2007_9_Education,A2007_9_MonthsOfExp,A2007_10_BizGroup,A2007_10_Education,A2007_10_MonthsOfExp,A2007_11_BizGroup,A2007_11_Education,A2007_11_MonthsOfExp,A2007_12_BizGroup,A2007_12_Education,A2007_12_MonthsOfExp,A2008_1_BizGroup,A2008_1_Education,A2008_1_MonthsOfExp,A2008_2_BizGroup,A2008_2_Education,A2008_2_MonthsOfExp,A2008_3_BizGroup,A2008_3_Education,A2008_3_MonthsOfExp,A2008_4_BizGroup,A2008_4_Education,A2008_4_MonthsOfExp,A2008_5_BizGroup,A2008_5_Education,A2008_5_MonthsOfExp,A2008_6_BizGroup,A2008_6_Education,A2008_6_MonthsOfExp,A2008_7_BizGroup,A2008_7_Education,A2008_7_MonthsOfExp,A2008_8_BizGroup,A2008_8_Education,A2008_8_MonthsOfExp,A2008_9_BizGroup,A2008_9_Education,A2008_9_MonthsOfExp,A2008_10_BizGroup,A2008_10_Education,A2008_10_MonthsOfExp,A2008_11_BizGroup,A2008_11_Education,A2008_11_MonthsOfExp,A2008_12_BizGroup,A2008_12_Education,A2008_12_MonthsOfExp,A2009_1_BizGroup,A2009_1_Education,A2009_1_MonthsOfExp,A2009_2_BizGroup,A2009_2_Education,A2009_2_MonthsOfExp,A2009_3_BizGroup,A2009_3_Education,A2009_3_MonthsOfExp,A2009_4_BizGroup,A2009_4_Education,A2009_4_MonthsOfExp,A2009_5_BizGroup,A2009_5_Education,A2009_5_MonthsOfExp,A2009_6_BizGroup,A2009_6_Education,A2009_6_MonthsOfExp,A2009_7_BizGroup,A2009_7_Education,A2009_7_MonthsOfExp,A2009_8_BizGroup,A2009_8_Education,A2009_8_MonthsOfExp,A2009_9_BizGroup,A2009_9_Education,A2009_9_MonthsOfExp,A2009_10_BizGroup,A2009_10_Education,A2009_10_MonthsOfExp,A2009_11_BizGroup,A2009_11_Education,A2009_11_MonthsOfExp,A2009_12_BizGroup,A2009_12_Education,A2009_12_MonthsOfExp,A2010_1_BizGroup,A2010_1_Education,A2010_1_MonthsOfExp,A2010_2_BizGroup,A2010_2_Education,A2010_2_MonthsOfExp,A2010_3_BizGroup,A2010_3_Education,A2010_3_MonthsOfExp,A2010_4_BizGroup,A2010_4_Education,A2010_4_MonthsOfExp,A2010_5_BizGroup,A2010_5_Education,A2010_5_MonthsOfExp,A2010_6_BizGroup,A2010_6_Education,A2010_6_MonthsOfExp,A2010_7_BizGroup,A2010_7_Education,A2010_7_MonthsOfExp,A2010_8_BizGroup,A2010_8_Education,A2010_8_MonthsOfExp,A2010_9_BizGroup,A2010_9_Education,A2010_9_MonthsOfExp,A2010_10_BizGroup,A2010_10_Education,A2010_10_MonthsOfExp,A2010_11_BizGroup,A2010_11_Education,A2010_11_MonthsOfExp,A2010_12_BizGroup,A2010_12_Education,A2010_12_MonthsOfExp,A2011_1_BizGroup,A2011_1_Education,A2011_1_MonthsOfExp,A2011_2_BizGroup,A2011_2_Education,A2011_2_MonthsOfExp,A2011_3_BizGroup,A2011_3_Education,A2011_3_MonthsOfExp,A2011_4_BizGroup,A2011_4_Education,A2011_4_MonthsOfExp,A2011_5_BizGroup,A2011_5_Education,A2011_5_MonthsOfExp,A2011_6_BizGroup,A2011_6_Education,A2011_6_MonthsOfExp,A2011_7_BizGroup,A2011_7_Education,A2011_7_MonthsOfExp,A2011_8_BizGroup,A2011_8_Education,A2011_8_MonthsOfExp,A2011_9_BizGroup,A2011_9_Education,A2011_9_MonthsOfExp,A2011_10_BizGroup,A2011_10_Education,A2011_10_MonthsOfExp,A2011_11_BizGroup,A2011_11_Education,A2011_11_MonthsOfExp,A2011_12_BizGroup,A2011_12_Education,A2011_12_MonthsOfExp,A2012_1_BizGroup,A2012_1_Education,A2012_1_MonthsOfExp,A2012_2_BizGroup,A2012_2_Education,A2012_2_MonthsOfExp,A2012_3_BizGroup,A2012_3_Education,A2012_3_MonthsOfExp,A2012_4_BizGroup,A2012_4_Education,A2012_4_MonthsOfExp,A2012_5_BizGroup,A2012_5_Education,A2012_5_MonthsOfExp,A2012_6_BizGroup,A2012_6_Education,A2012_6_MonthsOfExp,A2012_7_BizGroup,A2012_7_Education,A2012_7_MonthsOfExp,A2012_8_BizGroup,A2012_8_Education,A2012_8_MonthsOfExp,A2012_9_BizGroup,A2012_9_Education,A2012_9_MonthsOfExp,A2012_10_BizGroup,A2012_10_Education,A2012_10_MonthsOfExp,A2012_11_BizGroup,A2012_11_Education,A2012_11_MonthsOfExp,A2012_12_BizGroup,A2012_12_Education,A2012_12_MonthsOfExp,A2013_1_BizGroup,A2013_1_Education,A2013_1_MonthsOfExp,A2013_2_BizGroup,A2013_2_Education,A2013_2_MonthsOfExp,A2013_3_BizGroup,A2013_3_Education,A2013_3_MonthsOfExp,A2013_4_BizGroup,A2013_4_Education,A2013_4_MonthsOfExp,A2013_5_BizGroup,A2013_5_Education,A2013_5_MonthsOfExp,A2013_6_BizGroup,A2013_6_Education,A2013_6_MonthsOfExp,A2013_7_BizGroup,A2013_7_Education,A2013_7_MonthsOfExp,A2013_8_BizGroup,A2013_8_Education,A2013_8_MonthsOfExp,A2013_9_BizGroup,A2013_9_Education,A2013_9_MonthsOfExp,A2013_10_BizGroup,A2013_10_Education,A2013_10_MonthsOfExp,A2013_11_BizGroup,A2013_11_Education,A2013_11_MonthsOfExp,A2013_12_BizGroup,A2013_12_Education,A2013_12_MonthsOfExp,A2014_1_BizGroup,A2014_1_Education,A2014_1_MonthsOfExp,A2014_2_BizGroup,A2014_2_Education,A2014_2_MonthsOfExp,A2014_3_BizGroup,A2014_3_Education,A2014_3_MonthsOfExp,A2014_4_BizGroup,A2014_4_Education,A2014_4_MonthsOfExp,A2014_5_BizGroup,A2014_5_Education,A2014_5_MonthsOfExp,A2014_6_BizGroup,A2014_6_Education,A2014_6_MonthsOfExp,A2014_7_BizGroup,A2014_7_Education,A2014_7_MonthsOfExp,A2014_8_BizGroup,A2014_8_Education,A2014_8_MonthsOfExp,A2014_9_BizGroup,A2014_9_Education,A2014_9_MonthsOfExp,A2014_10_BizGroup,A2014_10_Education,A2014_10_MonthsOfExp,A2014_11_BizGroup,A2014_11_Education,A2014_11_MonthsOfExp,A2014_12_BizGroup,A2014_12_Education,A2014_12_MonthsOfExp,A2015_1_BizGroup,A2015_1_Education,A2015_1_MonthsOfExp,A2015_2_BizGroup,A2015_2_Education,A2015_2_MonthsOfExp,A2015_3_BizGroup,A2015_3_Education,A2015_3_MonthsOfExp,A2015_4_BizGroup,A2015_4_Education,A2015_4_MonthsOfExp,A2015_5_BizGroup,A2015_5_Education,A2015_5_MonthsOfExp,A2015_6_BizGroup,A2015_6_Education,A2015_6_MonthsOfExp
4914129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform Engineering,0,0
2992619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,3,0,Manufacturing,3,1,Manufacturing,3,2,Manufacturing,3,3,Manufacturing,3,4,Manufacturing,3,5,Manufacturing,3,6,Manufacturing,3,7,Manufacturing,3,8,Manufacturing,3,9,Manufacturing,3,10,Manufacturing,3,11,Manufacturing,3,12,Manufacturing,3,13,Manufacturing,3,14,Manufacturing,3,15,Manufacturing,3,16,Manufacturing,3,17,Manufacturing,3,18,Manufacturing,3,19,Manufacturing,3,20,Manufacturing,3,21,Manufacturing,3,22,Manufacturing,3,23,Manufacturing,3,24,Manufacturing,3,25,Manufacturing,3,26,Manufacturing,3,27,Manufacturing,3,28,Manufacturing,3,29,Manufacturing,3,30,Manufacturing,3,31,Manufacturing,3,32,Manufacturing,3,33,Manufacturing,3,34,Manufacturing,3,35,Manufacturing,3,36,Manufacturing,3,37,Manufacturing,3,38,Manufacturing,3,39,Manufacturing,3,40,Manufacturing,3,41,Manufacturing,3,42,Manufacturing,3,43,Manufacturing,3,44,Manufacturing,3,45,Manufacturing,3,46,Manufacturing,3,47,Manufacturing,3,48,Manufacturing,3,49,Manufacturing,3,50,Manufacturing,3,51,Manufacturing,3,52,Manufacturing,3,53,Manufacturing,3,54,Manufacturing,3,55,Platform Engineering,3,0
2337618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,3,0,IT,3,1,IT,3,2,IT,3,3,IT,3,4,IT,3,5,IT,3,6,IT,4,7,IT,4,8,IT,4,9,IT,4,10,IT,4,11,IT,4,12,IT,4,13,IT,4,14,IT,4,15,IT,4,16,IT,4,17,IT,4,18,HR,4,0,HR,4,1,HR,4,2,HR,4,3,HR,4,4,HR,4,5,HR,4,6,HR,4,7,HR,4,8,HR,4,9,HR,4,10,HR,4,11,HR,4,12,HR,4,13,HR,4,14,HR,4,15,HR,4,16,HR,4,17,HR,4,18,HR,4,19,HR,4,20,HR,4,21,HR,4,22,HR,4,23,HR,4,24,HR,4,25,HR,4,26,HR,4,27,HR,4,28,HR,4,29,HR,4,30
7707652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Datacenter,0,0
5694984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform Engineering,3,0
2643391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,4,0,Manufacturing,4,1,Manufacturing,4,2,Manufacturing,4,3,Manufacturing,4,4,Manufacturing,4,5,Manufacturing,4,6,Manufacturing,4,7,Manufacturing,4,8,Manufacturing,4,9,Manufacturing,4,10,Manufacturing,4,11,Manufacturing,4,12,Manufacturing,4,13,Manufacturing,4,14,Manufacturing,4,15,Manufacturing,4,16,Manufacturing,4,17,Manufacturing,4,18,Manufacturing,4,19,Manufacturing,4,20,Manufacturing,4,21,Manufacturing,4,22,Manufacturing,4,23,Manufacturing,4,24,Manufacturing,4,25,Manufacturing,4,26,Manufacturing,4,27,Manufacturing,4,28,Manufacturing,4,29,Manufacturing,4,30,Manufacturing,4,31,Manufacturing,4,32,Manufacturing,4,33,Manufacturing,4,34,Manufacturing,4,35,Manufacturing,4,36,Manufacturing,4,37,Manufacturing,4,38,Manufacturing,4,39,Manufacturing,4,40,Manufacturing,4,41,Manufacturing,4,42,Manufacturing,4,43,Manufacturing,4,44,Manufacturing,4,45,Manufacturing,4,46,Manufacturing,4,47,Manufacturing,4,48,Manufacturing,4,49,Manufacturing,4,50,Manufacturing,4,51,Manufacturing,4,52,Manufacturing,4,53,Manufacturing,4,54,Manufacturing,4,55,Manufacturing,4,56,Manufacturing,4,57,Manufacturing,4,58,Manufacturing,4,59,Manufacturing,4,60,Manufacturing,4,61,Manufacturing,4,62,Manufacturing,4,63,Manufacturing,4,64,Manufacturing,4,65,Manufacturing,4,66,Manufacturing,4,67,Manufacturing,4,68,Manufacturing,4,69,Manufacturing,4,70,Manufacturing,4,71,Manufacturing,4,72,Manufacturing,4,73,Manufacturing,4,74,Manufacturing,4,75,Manufacturing,4,76,Manufacturing,4,77,Manufacturing,4,78,Manufacturing,4,79,Manufacturing,4,80,Manufacturing,4,81,Manufacturing,4,82,Manufacturing,4,83,Manufacturing,4,84,Manufacturing,4,85,HR,4,0
7702985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales Market ,0,0
7707717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform Engineering,1,0
7705143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0
4186708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0,IT,0,1,IT,0,2,IT,0,3,IT,0,4,IT,0,5,IT,0,6,IT,0,7,IT,0,8,IT,0,9,IT,0,10,IT,0,11,IT,0,12,IT,0,13,IT,0,14,IT,0,15,IT,0,16,IT,0,17,IT,0,18,IT,0,19,IT,0,20,IT,0,21,IT,0,22,IT,0,23,IT,0,24,IT,0,25,IT,0,26,IT,0,27,IT,0,28,IT,0,29,IT,0,30,IT,0,31,IT,0,32,IT,0,33,IT,0,34,IT,0,35,IT,0,36,IT,0,37,IT,0,38,IT,0,39,IT,0,40,IT,0,41,IT,0,42,IT,0,43,IT,0,44,IT,0,45,IT,3,46,IT,3,47
7698837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0
99650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,0,0,Manufacturing,0,1,Manufacturing,0,2,Manufacturing,0,3,Manufacturing,0,4,Manufacturing,0,5,Manufacturing,0,6,Manufacturing,0,7,Manufacturing,0,8,Manufacturing,0,9,Manufacturing,0,10,Manufacturing,0,11,Manufacturing,0,12,Manufacturing,0,13,Manufacturing,0,14,Manufacturing,0,15,Manufacturing,0,16,Manufacturing,0,17,Manufacturing,0,18,Manufacturing,0,19,Manufacturing,0,20,Manufacturing,0,21,Manufacturing,0,22,Manufacturing,0,23,Manufacturing,0,24,Manufacturing,0,25,Manufacturing,0,26,Manufacturing,0,27,Manufacturing,0,28,Manufacturing,0,29,Manufacturing,0,30,Manufacturing,0,31,Manufacturing,0,32,Manufacturing,0,33,Manufacturing,0,34,Manufacturing,0,35,Manufacturing,0,36,Manufacturing,0,37,Manufacturing,0,38,Manufacturing,0,39,Manufacturing,0,40,Manufacturing,0,41,Manufacturing,0,42,Manufacturing,0,43,Manufacturing,0,44,Manufacturing,0,45,Manufacturing,0,46,Manufacturing,0,47,Manufacturing,0,48,Manufacturing,0,49,Manufacturing,0,50,Manufacturing,0,51,Manufacturing,0,52,Manufacturing,0,53,Manufacturing,0,54,Manufacturing,0,55,Manufacturing,0,56,Manufacturing,0,57,Manufacturing,0,58,Manufacturing,0,59,Manufacturing,0,60,Manufacturing,0,61,Manufacturing,0,62,Manufacturing,0,63,Manufacturing,0,64,Manufacturing,0,65,Manufacturing,0,66,Manufacturing,0,67,Manufacturing,0,68,Manufacturing,0,69,Manufacturing,0,70,Manufacturing,0,71,Manufacturing,0,72,Manufacturing,0,73,Manufacturing,0,74,Manufacturing,0,75,Manufacturing,0,76,Manufacturing,0,77,Manufacturing,0,78,Manufacturing,0,79,Manufacturing,0,80,Manufacturing,0,81,Manufacturing,0,82,Manufacturing,0,83,Manufacturing,0,84,Manufacturing,0,85,Manufacturing,0,86,Manufacturing,0,87,Manufacturing,0,88,Manufacturing,0,89,Manufacturing,0,90,Manufacturing,0,91,Manufacturing,0,92
7434359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0
7521525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform Engineering,3,0,Platform Engineering,3,1
6392460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,2,0,IT,2,1,IT,2,2,IT,2,3,IT,2,4,IT,2,5,IT,2,6,IT,2,7,IT,2,8,IT,2,9,IT,2,10,IT,2,11,IT,2,12,IT,2,13,IT,2,14,Sales Market ,2,0,Sales Market ,2,1
7725701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0
808657,,,,,,,,,,,,,,,,,,,,,,,,,Finance,0,0,Finance,0,1,Finance,0,2,Finance,0,3,Finance,0,4,Finance,0,5,Finance,3,6,Finance,3,7,Finance,3,8,Finance,3,9,Finance,3,10,Finance,3,11,Finance,3,12,Finance,3,13,Finance,3,14,Finance,3,15,Finance,3,16,Finance,3,17,Finance,3,18,Finance,3,19,Finance,3,20,Finance,3,21,Finance,3,22,Finance,3,23,Finance,3,24,Finance,3,25,Finance,3,26,Finance,3,27,Finance,3,28,Finance,3,29,Finance,3,30,Finance,3,31,Finance,3,32,Finance,3,33,Finance,3,34,Finance,3,35,Finance,3,36,Finance,3,37,Finance,3,38,Finance,3,39,Finance,3,40,Finance,3,41,Finance,3,42,Finance,3,43,Finance,3,44,Finance,3,45,Finance,3,46,Finance,3,47,Finance,3,48,Finance,3,49,Finance,3,50,Finance,3,51,Finance,3,52,Finance,3,53,Finance,3,54,Finance,3,55,Finance,3,56,Finance,3,57,Finance,3,58,Finance,3,59,Finance,3,60,Finance,3,61,Finance,3,62,Finance,3,63,Finance,3,64,Finance,3,65,Finance,3,66,Finance,3,67,Finance,3,68,Finance,3,69,Finance,3,70,Finance,3,71,Finance,3,72,Finance,3,73,Finance,3,74,Finance,3,75,Finance,3,76,Finance,3,77,Finance,3,78,Finance,3,79,Finance,3,80,Finance,3,81,Finance,3,82,Finance,3,83,Finance,3,84,Finance,3,85,Finance,3,86,Finance,3,87,Finance,3,88,Finance,3,89,Finance,3,90,Finance,3,91,Finance,3,92,Finance,3,93,Finance,3,94,Finance,0,95
7712052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0
83890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0
3973799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arquitecture,0,0,Arquitecture,0,1,Arquitecture,0,2,Arquitecture,0,3,Arquitecture,0,4,Arquitecture,0,5,Arquitecture,0,6,Arquitecture,0,7,Arquitecture,0,8,Arquitecture,0,9,Arquitecture,0,10,Arquitecture,0,11,Arquitecture,0,12,Arquitecture,0,13,Arquitecture,0,14,Arquitecture,0,15,Arquitecture,0,16,Arquitecture,0,17,Arquitecture,0,18,Arquitecture,0,19,Arquitecture,0,20,Arquitecture,0,21,Arquitecture,0,22,Arquitecture,0,23,Arquitecture,0,24,Arquitecture,0,25,Arquitecture,0,26,Arquitecture,0,27,Platform Engineering,3,0,Platform Engineering,3,1,Platform Engineering,3,2,Platform Engineering,3,3
7013278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0,IT,0,1,IT,0,2,IT,0,3,IT,0,4,IT,0,5,IT,0,6,IT,0,7,IT,0,8,Platform Engineering,3,0
